amendment_indicator,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,committee,committee_id,dissemination_date,entity_type,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing,filing_form,image_number,is_notice,line_number,load_timestamp,memo_code,memo_text,most_recent,notary_sign_date,office_total_ytd,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,related_line_number,report_type,support_oppose_indicator,transaction_id
A,,,David,H2CA20094,,Valadao,H,22,CA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,9193,,Radio Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430088,True,24,2024-09-12T22:16:46,,,True,,420674.25,Washington,,Waterfront Strategies,,"Waterfront Strategies,",,DC,3050 K St NW,Ste 100,,200075161,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430088,60,F24N,O,500528308
A,,,Stella Yvette,H8NM02156,,Herrell,H,02,NM,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,97176,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430075,True,24,2024-09-12T22:16:46,,,True,,576558.03,Washington,,SKDKnickerbocker LLC,,"SKDKnickerbocker LLC,",,DC,1150 18th St NW,Ste 800,,200363845,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430075,34,F24N,O,500528298
A,,,Stella Yvette,H8NM02156,,Herrell,H,02,NM,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,5500,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430070,True,24,2024-09-12T22:16:46,,,True,,576558.03,San Antonio,,"Pescador Public Strategies, LLC",,"Pescador Public Strategies, LLC,",,TX,4007 McCullough Ave,Ste 168,,782122420,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430070,25,F24N,O,500528286
A,,,Laurie,H4NC01137,,Buckhout,H,01,NC,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,424280,,Television Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430091,True,24,2024-09-12T22:16:46,,,True,,559704.67,Washington,,Waterfront Strategies,,"Waterfront Strategies,",,DC,3050 K St NW,Ste 100,,200075161,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430091,66,F24N,O,500528314
A,,,Stella Yvette,H8NM02156,,Herrell,H,02,NM,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,8410,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430079,True,24,2024-09-12T22:16:46,,,True,,576558.03,Methuen,,"Three Point Media, LLC",,"Three Point Media, LLC,",,MA,290 Broadway,Ste 120,,018446827,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430079,43,F24N,O,500528325
A,,,David,H2CA20094,,Valadao,H,22,CA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,8761,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430077,True,24,2024-09-12T22:16:46,,,True,,420674.25,Washington,,Solidarity Strategies LLC,,"Solidarity Strategies LLC,",,DC,PO Box 15260,,,200030260,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430077,38,F24N,O,500528318
A,,,Lori,H2OR05209,,Chavez-DeRemer,H,05,OR,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,61212,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430064,True,24,2024-09-12T22:16:46,,,True,,794901.26,Arlington,,Blueprint Interactive,,"Blueprint Interactive,",,VA,2307 N Trenton St,,,222074040,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430064,12,F24N,O,500528257
A,,,Jennifer,H2VA02064,,Kiggans,H,02,VA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,30000,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430084,True,24,2024-09-12T22:16:46,,,True,,409973.6,Berkeley,,Trilogy Interactive LLC,,"Trilogy Interactive LLC,",,CA,2052 University Ave,Ste 600,,947041006,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430084,53,F24N,O,500528352
A,,,David,H2CA20094,,Valadao,H,22,CA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,8261,,Digital Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430077,True,24,2024-09-12T22:16:46,,,True,,420674.25,Washington,,Solidarity Strategies LLC,,"Solidarity Strategies LLC,",,DC,PO Box 15260,,,200030260,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430077,39,F24N,O,500528319
A,,,Timothy Gabriel,H4CO08034,Joseph,Evans,H,08,CO,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,39654,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430065,True,24,2024-09-12T22:16:46,,,True,,563795.51,Washington,,Gambit Strategies LLC,,"Gambit Strategies LLC,",,DC,2939 Van Ness St NW,Apt 1006,,200084605,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430065,15,F24N,O,500528260
A,,,Timothy Gabriel,H4CO08034,Joseph,Evans,H,08,CO,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,26620,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430068,True,24,2024-09-12T22:16:46,,,True,,563795.51,Washington,,House Majority Forward,,"House Majority Forward,",,DC,1032 15th St NW,Ste 247,,200051502,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430068,20,F24N,O,500528264
