action_code,action_code_full,aggregate_general_election_expenditure,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_full,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,catolog_code,catolog_code_full,committee,committee_designated_coordinated_expenditure_indicator,committee_id,committee_name,conduit_committee_city,conduit_committee_id,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,designated_committee_id,designated_committee_name,election_cycle,entity_type,entity_type_desc,expenditure_amount,expenditure_date,expenditure_purpose_full,expenditure_type,expenditure_type_full,file_number,filing_form,form_line_number,image_number,line_number,link_id,load_date,memo_code,memo_code_full,memo_text,original_sub_id,payee_first_name,payee_last_name,payee_middle_name,payee_name,pdf_url,report_type,report_year,schedule_type,schedule_type_full,sub_id,subordinate_committee,subordinate_committee_id,transaction_id,unlimited_spending_flag,unlimited_spending_flag_full
N,NO CHANGE,,,,,C00076802,,,,,,,,,,,,,"{'affiliated_committee_name': 'WASHINGTON REPUBLICAN PARTY', 'candidate_ids': [], 'city': 'SEATTLE', 'committee_id': 'C00031088', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1975-10-28', 'first_file_date': '1975-10-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-19', 'last_file_date': '2024-08-20', 'name': 'WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': '1509 QUEEN ANNE AVENUE NORTH', 'street_2': None, 'treasurer_name': 'BERNARD J. SIGLER', 'zip': '98109'}",,C00031088,WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,,,,,1978,,,138,1977-04-29T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030531627,25,3032920021022519130,2020-01-10T03:37:05.451000,,,COORDINATED EXPENDITURE,,,,,,,10S,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012903646,,,,,
N,NO CHANGE,,,,,C00076802,,,,,,,,,,,,,"{'affiliated_committee_name': 'WASHINGTON REPUBLICAN PARTY', 'candidate_ids': [], 'city': 'SEATTLE', 'committee_id': 'C00031088', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1975-10-28', 'first_file_date': '1975-10-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-19', 'last_file_date': '2024-08-20', 'name': 'WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': '1509 QUEEN ANNE AVENUE NORTH', 'street_2': None, 'treasurer_name': 'BERNARD J. SIGLER', 'zip': '98109'}",,C00031088,WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,,,,,1978,,,525,1977-04-29T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030531627,25,3032920021022519130,2020-01-10T03:38:15.847000,,,COORDINATED EXPENDITURE,,,,,,,10S,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012903827,,,,,
N,NO CHANGE,,,,JOHN E. (JACK),H6WA07136,0,,"CUNNINGHAM, JOHN E. (JACK)",H,07,HOUSE,WA,WASHINGTON,,,,,"{'affiliated_committee_name': 'WASHINGTON REPUBLICAN PARTY', 'candidate_ids': [], 'city': 'SEATTLE', 'committee_id': 'C00031088', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1975-10-28', 'first_file_date': '1975-10-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-19', 'last_file_date': '2024-08-20', 'name': 'WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': '1509 QUEEN ANNE AVENUE NORTH', 'street_2': None, 'treasurer_name': 'BERNARD J. SIGLER', 'zip': '98109'}",,C00031088,WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,,,,,1978,,,138,1977-04-29T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030531627,25,3032920021022519130,2020-01-10T03:37:00.712000,,,,,,,,,,10S,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012908510,,,,,
N,NO CHANGE,,,,,C00076802,,,,,,,,,,,,,"{'affiliated_committee_name': 'WASHINGTON REPUBLICAN PARTY', 'candidate_ids': [], 'city': 'SEATTLE', 'committee_id': 'C00031088', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1975-10-28', 'first_file_date': '1975-10-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-19', 'last_file_date': '2024-08-20', 'name': 'WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': '1509 QUEEN ANNE AVENUE NORTH', 'street_2': None, 'treasurer_name': 'BERNARD J. SIGLER', 'zip': '98109'}",,C00031088,WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,,,,,1978,,,46,1977-05-02T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030531629,25,3032920021022519130,2020-01-10T03:37:16.936000,,,COORDINATED EXPENDITURE,,,,,,,10S,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012903664,,,,,
N,NO CHANGE,,,,JOHN E. (JACK),H6WA07136,0,,"CUNNINGHAM, JOHN E. (JACK)",H,07,HOUSE,WA,WASHINGTON,,,,,"{'affiliated_committee_name': 'WASHINGTON REPUBLICAN PARTY', 'candidate_ids': [], 'city': 'SEATTLE', 'committee_id': 'C00031088', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1975-10-28', 'first_file_date': '1975-10-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-19', 'last_file_date': '2024-08-20', 'name': 'WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': '1509 QUEEN ANNE AVENUE NORTH', 'street_2': None, 'treasurer_name': 'BERNARD J. SIGLER', 'zip': '98109'}",,C00031088,WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,,,,,1978,,,46,1977-05-02T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030531629,25,3032920021022519130,2020-01-10T03:37:35.173000,,,,,,,,,,10S,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012905428,,,,,
N,NO CHANGE,,,,JOHN E. (JACK),H6WA07136,0,,"CUNNINGHAM, JOHN E. (JACK)",H,07,HOUSE,WA,WASHINGTON,,,,,"{'affiliated_committee_name': 'WASHINGTON REPUBLICAN PARTY', 'candidate_ids': [], 'city': 'SEATTLE', 'committee_id': 'C00031088', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1975-10-28', 'first_file_date': '1975-10-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-19', 'last_file_date': '2024-08-20', 'name': 'WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': '1509 QUEEN ANNE AVENUE NORTH', 'street_2': None, 'treasurer_name': 'BERNARD J. SIGLER', 'zip': '98109'}",,C00031088,WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,,,,,1978,,,3000,1977-05-05T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030542872,25,3032920021022519121,2020-01-10T03:37:52.993000,,,,,,,,,,30S,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012903148,,,,,
N,NO CHANGE,,,,MARVIN B.,H6WA07110,0,,"DURNING, MARVIN B.",H,07,HOUSE,WA,WASHINGTON,,,,,,,C00031013,WASHINGTON STATE DEMOCRATIC COMMITTEE/ FEDERAL,,,,,,,,,,1978,,,6000,1977-05-05T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030542037,25,3032920021022519060,2020-01-10T03:38:15.716000,,,,,,,,,,30S,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012916393,,,,,
N,NO CHANGE,,,,JOHN E. (JACK),H6WA07136,0,,"CUNNINGHAM, JOHN E. (JACK)",H,07,HOUSE,WA,WASHINGTON,,,,,"{'affiliated_committee_name': 'WASHINGTON REPUBLICAN PARTY', 'candidate_ids': [], 'city': 'SEATTLE', 'committee_id': 'C00031088', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1975-10-28', 'first_file_date': '1975-10-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-19', 'last_file_date': '2024-08-20', 'name': 'WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': '1509 QUEEN ANNE AVENUE NORTH', 'street_2': None, 'treasurer_name': 'BERNARD J. SIGLER', 'zip': '98109'}",,C00031088,WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,,,,,1978,,,840,1977-05-09T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030542872,25,3032920021022519121,2020-01-10T03:37:13.852000,,,,,,,,,,30S,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012905426,,,,,
A,ADD,,,,JOHN E. (JACK),H6WA07136,0,,"CUNNINGHAM, JOHN E. (JACK)",H,07,HOUSE,WA,WASHINGTON,,,,,"{'affiliated_committee_name': 'REPUBLICAN NATIONAL CMTE-CONTRIBUTIONS', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00003418', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1975-09-19', 'first_file_date': '1975-05-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-04-24', 'last_file_date': '2024-08-20', 'name': 'REPUBLICAN NATIONAL COMMITTEE - EXPENDITURES (AKA REPUBLICAN NATIONAL COMMITTEE)', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '310 FIRST STREET S.E.', 'street_2': None, 'treasurer_name': 'WILLIAM J. MCMANUS', 'zip': '20003'}",,C00003418,REPUBLICAN NATIONAL COMMITTEE - EXPENDITURES (AKA REPUBLICAN NATIONAL COMMITTEE),,,,,,,,,,1978,,,392,1977-05-11T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030581004,25,3032920021022510636,2020-01-10T03:37:33.817000,,,,,,,,,,M6,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012925553,,,,,
A,ADD,,,,JOHN E. (JACK),H6WA07136,0,,"CUNNINGHAM, JOHN E. (JACK)",H,07,HOUSE,WA,WASHINGTON,,,,,"{'affiliated_committee_name': 'REPUBLICAN NATIONAL CMTE-CONTRIBUTIONS', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00003418', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1975-09-19', 'first_file_date': '1975-05-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-04-24', 'last_file_date': '2024-08-20', 'name': 'REPUBLICAN NATIONAL COMMITTEE - EXPENDITURES (AKA REPUBLICAN NATIONAL COMMITTEE)', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '310 FIRST STREET S.E.', 'street_2': None, 'treasurer_name': 'WILLIAM J. MCMANUS', 'zip': '20003'}",,C00003418,REPUBLICAN NATIONAL COMMITTEE - EXPENDITURES (AKA REPUBLICAN NATIONAL COMMITTEE),,,,,,,,,,1978,,,116,1977-05-13T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030581004,25,3032920021022510636,2020-01-10T03:37:21.263000,,,,,,,,,,M6,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012900594,,,,,
N,NO CHANGE,,,,MARVIN B.,H6WA07110,0,,"DURNING, MARVIN B.",H,07,HOUSE,WA,WASHINGTON,,,,,,,C00031013,WASHINGTON STATE DEMOCRATIC COMMITTEE/ FEDERAL,,,,,,,,,,1978,,,75,1977-05-13T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030542047,25,3032920021022519060,2020-01-10T03:38:40.492000,,,,,,,,,,30S,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012905177,,,,,
N,NO CHANGE,,,,JOHN E. (JACK),H6WA07136,0,,"CUNNINGHAM, JOHN E. (JACK)",H,07,HOUSE,WA,WASHINGTON,,,,,"{'affiliated_committee_name': 'WASHINGTON REPUBLICAN PARTY', 'candidate_ids': [], 'city': 'SEATTLE', 'committee_id': 'C00031088', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1975-10-28', 'first_file_date': '1975-10-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-19', 'last_file_date': '2024-08-20', 'name': 'WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WA', 'state_full': 'Washington', 'street_1': '1509 QUEEN ANNE AVENUE NORTH', 'street_2': None, 'treasurer_name': 'BERNARD J. SIGLER', 'zip': '98109'}",,C00031088,WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,,,,,1978,,,2200,1977-05-13T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030542872,25,3032920021022519121,2020-01-10T03:37:03.919000,,,,,,,,,,30S,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012905430,,,,,
A,ADD,,,,JOHN E. (JACK),H6WA07136,0,,"CUNNINGHAM, JOHN E. (JACK)",H,07,HOUSE,WA,WASHINGTON,,,,,"{'affiliated_committee_name': 'REPUBLICAN NATIONAL CMTE-CONTRIBUTIONS', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00003418', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 1978, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1975-09-19', 'first_file_date': '1975-05-10', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-04-24', 'last_file_date': '2024-08-20', 'name': 'REPUBLICAN NATIONAL COMMITTEE - EXPENDITURES (AKA REPUBLICAN NATIONAL COMMITTEE)', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '310 FIRST STREET S.E.', 'street_2': None, 'treasurer_name': 'WILLIAM J. MCMANUS', 'zip': '20003'}",,C00003418,REPUBLICAN NATIONAL COMMITTEE - EXPENDITURES (AKA REPUBLICAN NATIONAL COMMITTEE),,,,,,,,,,1978,,,500,1977-05-13T00:00:00,COORDINATED EXPENDITURE,24C,COORDINATED EXPENDITURE,,F3X,F3X-25,77030581004,25,3032920021022510636,2020-01-10T03:37:36.467000,,,,,,,,,,M6,1977,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,3062020110012911708,,,,,
