amendment_indicator,back_reference_schedule_name,back_reference_transaction_id,beneficiary_committee_name,candidate_office,candidate_office_district,committee,committee_id,disbursement_amount,disbursement_date,disbursement_description,disbursement_type,entity_type,file_number,filing,image_number,line_number,load_timestamp,memo_code,memo_text,pdf_url,recipient_city,recipient_name,recipient_prefix,recipient_state,recipient_suffix,recipient_zip,related_line_number,report_type,semi_annual_bundled_refund,transaction_id
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['S4WY00162'], 'city': 'MILLS', 'committee_id': 'C00848796', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-08-23', 'first_file_date': '2023-08-23', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-06-20', 'last_file_date': '2024-09-13', 'name': 'REID RASNER FOR WYOMING', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'WY', 'state_full': 'Wyoming', 'street_1': 'PO BOX 1900', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '82644'}",C00848796,1550.0,2024-09-10,COMPLIANCE CONSULTING,,ORG,1814946,"{'amended_by': None, 'amendment_chain': [1814946], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675419251', 'committee_id': 'C00848796', 'committee_name': 'REID RASNER FOR WYOMING', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/946/1814946.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675419265', 'fec_file_id': 'FEC-1814946', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814946.fec', 'file_number': 1814946, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00848796/1814946/', 'is_amended': False, 'load_timestamp': '2024-09-11T16:27:04', 'most_recent': True, 'most_recent_filing': 1814946, 'pdf_url': 'https://docquery.fec.gov/pdf/251/202409119675419251/202409119675419251.pdf', 'receipt_date': '2024-09-11T16:26:59'}",202409119675419258,17,2024-09-11T16:27:04,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675419258,KANSAS CITY,"AXCAPITAL, LLC",,MO,,641121244,5,F3T,,BD4142BB9C46A489FA16
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4MT01058'], 'city': 'HELENA', 'committee_id': 'C00848119', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-08-14', 'first_file_date': '2023-08-14', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-22', 'last_file_date': '2024-09-09', 'name': 'ELSIE ARNTZEN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MT', 'state_full': 'Montana', 'street_1': 'PO BOX 5315', 'street_2': None, 'treasurer_name': 'WENETTA, KATIE', 'zip': '59604'}",C00848119,16000.0,2024-09-09,Research and Polling,,ORG,1814524,"{'amended_by': None, 'amendment_chain': [1814524], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409099675385523', 'committee_id': 'C00848119', 'committee_name': 'ELSIE ARNTZEN FOR CONGRESS', 'coverage_end_date': '2024-09-09', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/524/1814524.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409099675385538', 'fec_file_id': 'FEC-1814524', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814524.fec', 'file_number': 1814524, 'filed_date': '2024-09-09', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00848119/1814524/', 'is_amended': False, 'load_timestamp': '2024-09-09T14:54:05', 'most_recent': True, 'most_recent_filing': 1814524, 'pdf_url': 'https://docquery.fec.gov/pdf/523/202409099675385523/202409099675385523.pdf', 'receipt_date': '2024-09-09T14:54:00'}",202409099675385531,17,2024-09-09T14:54:10,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409099675385531,Alexandria,Public Opinion Strategies,,VA,,22314,12,F3T,,B-35600
A,,,,H,02,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4MT01058'], 'city': 'HELENA', 'committee_id': 'C00848119', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-08-14', 'first_file_date': '2023-08-14', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-22', 'last_file_date': '2024-09-09', 'name': 'ELSIE ARNTZEN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MT', 'state_full': 'Montana', 'street_1': 'PO BOX 5315', 'street_2': None, 'treasurer_name': 'WENETTA, KATIE', 'zip': '59604'}",C00848119,431.9,2024-09-09,Personal Loan Repayment,,CAN,1814524,"{'amended_by': None, 'amendment_chain': [1814524], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409099675385523', 'committee_id': 'C00848119', 'committee_name': 'ELSIE ARNTZEN FOR CONGRESS', 'coverage_end_date': '2024-09-09', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/524/1814524.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409099675385538', 'fec_file_id': 'FEC-1814524', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814524.fec', 'file_number': 1814524, 'filed_date': '2024-09-09', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00848119/1814524/', 'is_amended': False, 'load_timestamp': '2024-09-09T14:54:05', 'most_recent': True, 'most_recent_filing': 1814524, 'pdf_url': 'https://docquery.fec.gov/pdf/523/202409099675385523/202409099675385523.pdf', 'receipt_date': '2024-09-09T14:54:00'}",202409099675385532,19A,2024-09-09T14:54:10,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409099675385532,Helena,Arntzen,,MT,,59604,13,F3T,,B-35601
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL17060'], 'city': 'SARASOTA', 'committee_id': 'C00853721', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-17', 'first_file_date': '2023-10-17', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-08', 'last_file_date': '2024-09-10', 'name': 'MONTAVON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 19234', 'street_2': None, 'treasurer_name': 'MONTAVON, MARY', 'zip': '34276'}",C00853721,261.5,2024-09-09,Repay accrued expense,,CAN,1814659,"{'amended_by': None, 'amendment_chain': [1814659], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399091', 'committee_id': 'C00853721', 'committee_name': 'MONTAVON FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/659/1814659.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399114', 'fec_file_id': 'FEC-1814659', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814659.fec', 'file_number': 1814659, 'filed_date': '2024-09-10', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853721/1814659/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:01:34', 'most_recent': True, 'most_recent_filing': 1814659, 'pdf_url': 'https://docquery.fec.gov/pdf/091/202409109675399091/202409109675399091.pdf', 'receipt_date': '2024-09-10T11:01:28'}",202409109675399100,17,2024-09-10T11:01:38,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399100,Sarasota,Montavon,,FL,,34276,17,F3T,,B-30532
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL17060'], 'city': 'SARASOTA', 'committee_id': 'C00853721', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-17', 'first_file_date': '2023-10-17', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-08', 'last_file_date': '2024-09-10', 'name': 'MONTAVON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 19234', 'street_2': None, 'treasurer_name': 'MONTAVON, MARY', 'zip': '34276'}",C00853721,288.62,2024-09-09,Repay accrued expense,,CAN,1814659,"{'amended_by': None, 'amendment_chain': [1814659], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399091', 'committee_id': 'C00853721', 'committee_name': 'MONTAVON FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/659/1814659.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399114', 'fec_file_id': 'FEC-1814659', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814659.fec', 'file_number': 1814659, 'filed_date': '2024-09-10', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853721/1814659/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:01:34', 'most_recent': True, 'most_recent_filing': 1814659, 'pdf_url': 'https://docquery.fec.gov/pdf/091/202409109675399091/202409109675399091.pdf', 'receipt_date': '2024-09-10T11:01:28'}",202409109675399100,17,2024-09-10T11:01:38,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399100,Sarasota,Montavon,,FL,,34276,18,F3T,,B-30533
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL17060'], 'city': 'SARASOTA', 'committee_id': 'C00853721', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-17', 'first_file_date': '2023-10-17', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-08', 'last_file_date': '2024-09-10', 'name': 'MONTAVON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 19234', 'street_2': None, 'treasurer_name': 'MONTAVON, MARY', 'zip': '34276'}",C00853721,48.1,2024-09-09,Repay accrued expense,,CAN,1814659,"{'amended_by': None, 'amendment_chain': [1814659], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399091', 'committee_id': 'C00853721', 'committee_name': 'MONTAVON FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/659/1814659.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399114', 'fec_file_id': 'FEC-1814659', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814659.fec', 'file_number': 1814659, 'filed_date': '2024-09-10', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853721/1814659/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:01:34', 'most_recent': True, 'most_recent_filing': 1814659, 'pdf_url': 'https://docquery.fec.gov/pdf/091/202409109675399091/202409109675399091.pdf', 'receipt_date': '2024-09-10T11:01:28'}",202409109675399100,17,2024-09-10T11:01:38,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399100,Sarasota,Montavon,,FL,,34276,19,F3T,,B-30534
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL17060'], 'city': 'SARASOTA', 'committee_id': 'C00853721', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-17', 'first_file_date': '2023-10-17', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-08', 'last_file_date': '2024-09-10', 'name': 'MONTAVON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 19234', 'street_2': None, 'treasurer_name': 'MONTAVON, MARY', 'zip': '34276'}",C00853721,30.79,2024-09-09,Repay accrued expense,,CAN,1814659,"{'amended_by': None, 'amendment_chain': [1814659], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399091', 'committee_id': 'C00853721', 'committee_name': 'MONTAVON FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/659/1814659.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399114', 'fec_file_id': 'FEC-1814659', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814659.fec', 'file_number': 1814659, 'filed_date': '2024-09-10', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853721/1814659/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:01:34', 'most_recent': True, 'most_recent_filing': 1814659, 'pdf_url': 'https://docquery.fec.gov/pdf/091/202409109675399091/202409109675399091.pdf', 'receipt_date': '2024-09-10T11:01:28'}",202409109675399101,17,2024-09-10T11:01:38,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399101,Sarasota,Montavon,,FL,,34276,20,F3T,,B-30535
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL17060'], 'city': 'SARASOTA', 'committee_id': 'C00853721', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-17', 'first_file_date': '2023-10-17', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-08', 'last_file_date': '2024-09-10', 'name': 'MONTAVON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 19234', 'street_2': None, 'treasurer_name': 'MONTAVON, MARY', 'zip': '34276'}",C00853721,40.8,2024-09-09,Repay accrued expense,,CAN,1814659,"{'amended_by': None, 'amendment_chain': [1814659], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399091', 'committee_id': 'C00853721', 'committee_name': 'MONTAVON FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/659/1814659.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399114', 'fec_file_id': 'FEC-1814659', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814659.fec', 'file_number': 1814659, 'filed_date': '2024-09-10', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853721/1814659/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:01:34', 'most_recent': True, 'most_recent_filing': 1814659, 'pdf_url': 'https://docquery.fec.gov/pdf/091/202409109675399091/202409109675399091.pdf', 'receipt_date': '2024-09-10T11:01:28'}",202409109675399101,17,2024-09-10T11:01:38,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399101,Sarasota,Montavon,,FL,,34276,21,F3T,,B-30536
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL17060'], 'city': 'SARASOTA', 'committee_id': 'C00853721', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-17', 'first_file_date': '2023-10-17', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-08', 'last_file_date': '2024-09-10', 'name': 'MONTAVON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 19234', 'street_2': None, 'treasurer_name': 'MONTAVON, MARY', 'zip': '34276'}",C00853721,138.0,2024-09-09,Repay accrued expense,,CAN,1814659,"{'amended_by': None, 'amendment_chain': [1814659], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399091', 'committee_id': 'C00853721', 'committee_name': 'MONTAVON FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/659/1814659.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399114', 'fec_file_id': 'FEC-1814659', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814659.fec', 'file_number': 1814659, 'filed_date': '2024-09-10', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853721/1814659/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:01:34', 'most_recent': True, 'most_recent_filing': 1814659, 'pdf_url': 'https://docquery.fec.gov/pdf/091/202409109675399091/202409109675399091.pdf', 'receipt_date': '2024-09-10T11:01:28'}",202409109675399101,17,2024-09-10T11:01:38,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399101,Sarasota,Montavon,,FL,,34276,22,F3T,,B-30537
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL17060'], 'city': 'SARASOTA', 'committee_id': 'C00853721', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-17', 'first_file_date': '2023-10-17', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-08', 'last_file_date': '2024-09-10', 'name': 'MONTAVON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 19234', 'street_2': None, 'treasurer_name': 'MONTAVON, MARY', 'zip': '34276'}",C00853721,133.1,2024-09-09,Repay accrued expense,,CAN,1814659,"{'amended_by': None, 'amendment_chain': [1814659], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399091', 'committee_id': 'C00853721', 'committee_name': 'MONTAVON FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/659/1814659.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399114', 'fec_file_id': 'FEC-1814659', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814659.fec', 'file_number': 1814659, 'filed_date': '2024-09-10', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853721/1814659/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:01:34', 'most_recent': True, 'most_recent_filing': 1814659, 'pdf_url': 'https://docquery.fec.gov/pdf/091/202409109675399091/202409109675399091.pdf', 'receipt_date': '2024-09-10T11:01:28'}",202409109675399102,17,2024-09-10T11:01:38,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399102,Sarasota,Montavon,,FL,,34276,23,F3T,,B-30538
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL17060'], 'city': 'SARASOTA', 'committee_id': 'C00853721', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-17', 'first_file_date': '2023-10-17', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-08', 'last_file_date': '2024-09-10', 'name': 'MONTAVON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 19234', 'street_2': None, 'treasurer_name': 'MONTAVON, MARY', 'zip': '34276'}",C00853721,615.69,2024-09-06,Advertising - text messages,,ORG,1814659,"{'amended_by': None, 'amendment_chain': [1814659], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399091', 'committee_id': 'C00853721', 'committee_name': 'MONTAVON FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/659/1814659.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399114', 'fec_file_id': 'FEC-1814659', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814659.fec', 'file_number': 1814659, 'filed_date': '2024-09-10', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853721/1814659/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:01:34', 'most_recent': True, 'most_recent_filing': 1814659, 'pdf_url': 'https://docquery.fec.gov/pdf/091/202409109675399091/202409109675399091.pdf', 'receipt_date': '2024-09-10T11:01:28'}",202409109675399102,17,2024-09-10T11:01:38,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399102,Chicago,"Movement Labs, LLC",,IL,,60612,24,F3T,,B-30528
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'HUDSON', 'committee_id': 'C00853549', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'J', 'designation_full': 'Joint fundraising committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-16', 'first_file_date': '2023-10-16', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-10-16', 'last_file_date': '2024-09-13', 'name': 'FRATTO VICTORY FUND', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'WI', 'state_full': 'Wisconsin', 'street_1': 'PO BOX 183', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '54016'}",C00853549,0.67,2024-09-06,GENERAL CONSULTING AND STRATEGIC PLANNING,,ORG,1814897,"{'amended_by': None, 'amendment_chain': [1814897], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675418341', 'committee_id': 'C00853549', 'committee_name': 'FRATTO VICTORY FUND', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/897/1814897.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675418350', 'fec_file_id': 'FEC-1814897', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814897.fec', 'file_number': 1814897, 'filed_date': '2024-09-11', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853549/1814897/', 'is_amended': False, 'load_timestamp': '2024-09-11T13:48:35', 'most_recent': True, 'most_recent_filing': 1814897, 'pdf_url': 'https://docquery.fec.gov/pdf/341/202409119675418341/202409119675418341.pdf', 'receipt_date': '2024-09-11T13:48:31'}",202409119675418347,21B,2024-09-11T13:48:36,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675418347,HUDSON,FINGER LAKES GROUP,,WI,,540161783,3,F3XT,,BDD6513614AAB45CDB01
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'HUDSON', 'committee_id': 'C00853549', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'J', 'designation_full': 'Joint fundraising committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-16', 'first_file_date': '2023-10-16', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-10-16', 'last_file_date': '2024-09-13', 'name': 'FRATTO VICTORY FUND', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'WI', 'state_full': 'Wisconsin', 'street_1': 'PO BOX 183', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '54016'}",C00853549,0.33,2024-09-06,CREDIT CARD FEES,,ORG,1814897,"{'amended_by': None, 'amendment_chain': [1814897], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675418341', 'committee_id': 'C00853549', 'committee_name': 'FRATTO VICTORY FUND', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/897/1814897.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675418350', 'fec_file_id': 'FEC-1814897', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814897.fec', 'file_number': 1814897, 'filed_date': '2024-09-11', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853549/1814897/', 'is_amended': False, 'load_timestamp': '2024-09-11T13:48:35', 'most_recent': True, 'most_recent_filing': 1814897, 'pdf_url': 'https://docquery.fec.gov/pdf/341/202409119675418341/202409119675418341.pdf', 'receipt_date': '2024-09-11T13:48:31'}",202409119675418349,21B,2024-09-11T13:48:36,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675418349,SAN FRANCISCO,STRIPE,,CA,,94080,11,F3XT,,BF3A08F88CF2A4A32B3F
