amendment_number,amends_file,beginning_image_number,committee_id,committee_name,coverage_end_date,coverage_start_date,csv_url,ending_image_number,fec_file_id,fec_url,file_number,filed_date,form_type,html_url,load_timestamp,pdf_url,receipt_date,amended_by,amendment_chain,is_amended,most_recent,most_recent_filing,document_description
0,,202409139675461531,C00889006,Montana Libertarian Party,,,https://docquery.fec.gov/csv/522/1815522.csv,202409139675461534,FEC-1815522,https://docquery.fec.gov/dcdev/posted/1815522.fec,1815522,2024-09-13,F1N,https://docquery.fec.gov/cgi-bin/forms/C00889006/1815522/,2024-09-13T23:33:47,https://docquery.fec.gov/pdf/531/202409139675461531/202409139675461531.pdf,2024-09-13T23:33:44,,[1815522],False,True,1815522.0,
1,1815437.0,202409139675461529,C00811166,THE SENTINEL ACTION FUND,,,https://docquery.fec.gov/csv/521/1815521.csv,202409139675461530,FEC-1815521,https://docquery.fec.gov/dcdev/posted/1815521.fec,1815521,2024-09-13,F24A,https://docquery.fec.gov/cgi-bin/forms/C00811166/1815521/,2024-09-13T23:21:26,https://docquery.fec.gov/pdf/529/202409139675461529/202409139675461529.pdf,2024-09-13T23:21:21,,"[1815437, 1815521]",False,True,1815521.0,
0,,202409139675461498,C00504530,CONGRESSIONAL LEADERSHIP FUND,,,https://docquery.fec.gov/csv/520/1815520.csv,202409139675461528,FEC-1815520,https://docquery.fec.gov/dcdev/posted/1815520.fec,1815520,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00504530/1815520/,2024-09-13T22:42:00,https://docquery.fec.gov/pdf/498/202409139675461498/202409139675461498.pdf,2024-09-13T22:41:56,,[1815520],False,True,1815520.0,
0,,202409139675461491,C00884817,TAT SUPER PAC,,,https://docquery.fec.gov/csv/519/1815519.csv,202409139675461497,FEC-1815519,https://docquery.fec.gov/dcdev/posted/1815519.fec,1815519,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00884817/1815519/,2024-09-13T22:12:24,https://docquery.fec.gov/pdf/491/202409139675461491/202409139675461491.pdf,2024-09-13T22:12:18,,[1815519],False,True,1815519.0,
0,,202409139675461488,C00495028,HMP,,,https://docquery.fec.gov/csv/518/1815518.csv,202409139675461490,FEC-1815518,https://docquery.fec.gov/dcdev/posted/1815518.fec,1815518,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00495028/1815518/,2024-09-13T22:02:52,https://docquery.fec.gov/pdf/488/202409139675461488/202409139675461488.pdf,2024-09-13T22:02:48,,[1815518],False,True,1815518.0,
0,,202409139675461487,C00824334,DEMOCRATIC ELECTION FUND,,,https://docquery.fec.gov/csv/517/1815517.csv,202409139675461487,FEC-1815517,https://docquery.fec.gov/dcdev/posted/1815517.fec,1815517,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00824334/1815517/,2024-09-13T21:45:22,https://docquery.fec.gov/pdf/487/202409139675461487/202409139675461487.pdf,2024-09-13T21:45:16,,[1815517],False,True,1815517.0,
0,,202409139675461271,C00008748,SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE- FEDERAL,2024-08-31,2024-08-01,https://docquery.fec.gov/csv/516/1815516.csv,202409139675461486,FEC-1815516,https://docquery.fec.gov/dcdev/posted/1815516.fec,1815516,2024-09-13,F3XN,https://docquery.fec.gov/cgi-bin/forms/C00008748/1815516/,2024-09-13T21:35:36,https://docquery.fec.gov/pdf/271/202409139675461271/202409139675461271.pdf,2024-09-13T21:35:31,,[1815516],False,True,1815516.0,SEPTEMBER MONTHLY 2024
0,,202409139675461269,C00859355,BATTLEGROUND NEW YORK,,,https://docquery.fec.gov/csv/515/1815515.csv,202409139675461270,FEC-1815515,https://docquery.fec.gov/dcdev/posted/1815515.fec,1815515,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00859355/1815515/,2024-09-13T21:11:37,https://docquery.fec.gov/pdf/269/202409139675461269/202409139675461269.pdf,2024-09-13T21:11:34,,[1815515],False,True,1815515.0,
12,1704768.0,202409139675461265,C00064774,"NEXTERA ENERGY, INC. POLITICAL ACTION COMMITTEE",,,https://docquery.fec.gov/csv/514/1815514.csv,202409139675461268,FEC-1815514,https://docquery.fec.gov/dcdev/posted/1815514.fec,1815514,2024-09-13,F1A,https://docquery.fec.gov/cgi-bin/forms/C00064774/1815514/,2024-09-13T20:40:08,https://docquery.fec.gov/pdf/265/202409139675461265/202409139675461265.pdf,2024-09-13T20:40:04,,,,,,
0,,202409139675461258,C00879510,AMERICA PAC,,,https://docquery.fec.gov/csv/513/1815513.csv,202409139675461264,FEC-1815513,https://docquery.fec.gov/dcdev/posted/1815513.fec,1815513,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00879510/1815513/,2024-09-13T20:30:02,https://docquery.fec.gov/pdf/258/202409139675461258/202409139675461258.pdf,2024-09-13T20:30:00,,[1815513],False,True,1815513.0,
0,,202409139675460620,C00023838,"CONNECTICUT REPUBLICAN STATE CENTRAL COMMITTEE, INC.",2024-08-31,2024-07-01,https://docquery.fec.gov/csv/512/1815512.csv,202409139675461257,FEC-1815512,https://docquery.fec.gov/dcdev/posted/1815512.fec,1815512,2024-09-13,F3XN,https://docquery.fec.gov/cgi-bin/forms/C00023838/1815512/,2024-09-13T20:27:24,https://docquery.fec.gov/pdf/620/202409139675460620/202409139675460620.pdf,2024-09-13T20:27:15,,[1815512],False,True,1815512.0,SEPTEMBER MONTHLY 2024
0,,202409139675460574,C00337394,GRANITE CONSTRUCTION INC. EMPLOYEE PAC - GRANITEPAC,2024-08-31,2024-08-01,https://docquery.fec.gov/csv/511/1815511.csv,202409139675460619,FEC-1815511,https://docquery.fec.gov/dcdev/posted/1815511.fec,1815511,2024-09-13,F3XN,https://docquery.fec.gov/cgi-bin/forms/C00337394/1815511/,2024-09-13T20:24:28,https://docquery.fec.gov/pdf/574/202409139675460574/202409139675460574.pdf,2024-09-13T20:24:25,,[1815511],False,True,1815511.0,SEPTEMBER MONTHLY 2024
1,1812970.0,202409139675460419,C90016627,WORKER POWER,2024-08-23,2024-08-23,https://docquery.fec.gov/csv/510/1815510.csv,202409139675460573,FEC-1815510,https://docquery.fec.gov/dcdev/posted/1815510.fec,1815510,2024-09-13,F5A,https://docquery.fec.gov/cgi-bin/forms/C90016627/1815510/,2024-09-13T20:23:28,https://docquery.fec.gov/pdf/419/202409139675460419/202409139675460419.pdf,2024-09-13T20:23:22,,"[1812970, 1815510]",False,True,1815510.0,
1,1801991.0,202409139675460291,C00308742,SHERMAN FOR CONGRESS,2024-06-30,2024-04-01,https://docquery.fec.gov/csv/509/1815509.csv,202409139675460418,FEC-1815509,https://docquery.fec.gov/dcdev/posted/1815509.fec,1815509,2024-09-13,F3A,https://docquery.fec.gov/cgi-bin/forms/C00308742/1815509/,2024-09-13T20:20:27,https://docquery.fec.gov/pdf/291/202409139675460291/202409139675460291.pdf,2024-09-13T20:20:23,,"[1801991, 1815509]",False,True,1815509.0,JULY QUARTERLY 2024
0,,202409139675460283,C00741355,MAJORITY PAC,,,https://docquery.fec.gov/csv/508/1815508.csv,202409139675460290,FEC-1815508,https://docquery.fec.gov/dcdev/posted/1815508.fec,1815508,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00741355/1815508/,2024-09-13T20:17:47,https://docquery.fec.gov/pdf/283/202409139675460283/202409139675460283.pdf,2024-09-13T20:17:43,,[1815508],False,True,1815508.0,
4,1811098.0,202409139675460197,C00308742,SHERMAN FOR CONGRESS,2024-03-31,2024-02-15,https://docquery.fec.gov/csv/507/1815507.csv,202409139675460282,FEC-1815507,https://docquery.fec.gov/dcdev/posted/1815507.fec,1815507,2024-09-13,F3A,https://docquery.fec.gov/cgi-bin/forms/C00308742/1815507/,2024-09-13T20:17:27,https://docquery.fec.gov/pdf/197/202409139675460197/202409139675460197.pdf,2024-09-13T20:17:24,,,,,,APRIL QUARTERLY 2024
0,,202409139675460191,C90016106,AFL-CIO COMMITTEE ON POLITICAL EDUCATION TREASURY FUND,2024-09-11,2024-08-22,https://docquery.fec.gov/csv/506/1815506.csv,202409139675460196,FEC-1815506,https://docquery.fec.gov/dcdev/posted/1815506.fec,1815506,2024-09-13,F5N,https://docquery.fec.gov/cgi-bin/forms/C90016106/1815506/,2024-09-13T20:16:45,https://docquery.fec.gov/pdf/191/202409139675460191/202409139675460191.pdf,2024-09-13T20:16:41,,[1815506],False,True,1815506.0,
4,1811096.0,202409139675460136,C00308742,SHERMAN FOR CONGRESS,2024-02-14,2024-01-01,https://docquery.fec.gov/csv/505/1815505.csv,202409139675460190,FEC-1815505,https://docquery.fec.gov/dcdev/posted/1815505.fec,1815505,2024-09-13,F3A,https://docquery.fec.gov/cgi-bin/forms/C00308742/1815505/,2024-09-13T20:14:29,https://docquery.fec.gov/pdf/136/202409139675460136/202409139675460136.pdf,2024-09-13T20:14:25,,,,,,PRE-PRIMARY 2024
0,,202409139675460133,C00489799,PLANNED PARENTHOOD VOTES,,,https://docquery.fec.gov/csv/504/1815504.csv,202409139675460135,FEC-1815504,https://docquery.fec.gov/dcdev/posted/1815504.fec,1815504,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00489799/1815504/,2024-09-13T20:13:18,https://docquery.fec.gov/pdf/133/202409139675460133/202409139675460133.pdf,2024-09-13T20:13:15,,[1815504],False,True,1815504.0,
0,,202409139675460132,C00873901,THE WISCO PROJECT PAC,,,https://docquery.fec.gov/csv/503/1815503.csv,202409139675460132,FEC-1815503,https://docquery.fec.gov/dcdev/posted/1815503.fec,1815503,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00873901/1815503/,2024-09-13T20:05:01,https://docquery.fec.gov/pdf/132/202409139675460132/202409139675460132.pdf,2024-09-13T20:04:59,,[1815503],False,True,1815503.0,
2,1802032.0,202409139675460001,C00308742,SHERMAN FOR CONGRESS,2023-12-31,2023-10-01,https://docquery.fec.gov/csv/502/1815502.csv,202409139675460131,FEC-1815502,https://docquery.fec.gov/dcdev/posted/1815502.fec,1815502,2024-09-13,F3A,https://docquery.fec.gov/cgi-bin/forms/C00308742/1815502/,2024-09-13T19:57:38,https://docquery.fec.gov/pdf/001/202409139675460001/202409139675460001.pdf,2024-09-13T19:57:34,,,,,,YEAR-END 2023
0,,202409139675459978,C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",,,https://docquery.fec.gov/csv/501/1815501.csv,202409139675460000,FEC-1815501,https://docquery.fec.gov/dcdev/posted/1815501.fec,1815501,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00687103/1815501/,2024-09-13T19:56:36,https://docquery.fec.gov/pdf/978/202409139675459978/202409139675459978.pdf,2024-09-13T19:56:29,,[1815501],False,True,1815501.0,
1,1801323.0,202409139675459959,C00361410,SOUTHERN CALIFORNIA FUND,2024-06-30,2024-04-01,https://docquery.fec.gov/csv/500/1815500.csv,202409139675459977,FEC-1815500,https://docquery.fec.gov/dcdev/posted/1815500.fec,1815500,2024-09-13,F3XA,https://docquery.fec.gov/cgi-bin/forms/C00361410/1815500/,2024-09-13T19:50:43,https://docquery.fec.gov/pdf/959/202409139675459959/202409139675459959.pdf,2024-09-13T19:50:36,,"[1801323, 1815500]",False,True,1815500.0,JULY QUARTERLY 2024
0,,202409139675459957,C00027466,NRSC,,,https://docquery.fec.gov/csv/499/1815499.csv,202409139675459958,FEC-1815499,https://docquery.fec.gov/dcdev/posted/1815499.fec,1815499,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00027466/1815499/,2024-09-13T19:49:54,https://docquery.fec.gov/pdf/957/202409139675459957/202409139675459957.pdf,2024-09-13T19:49:49,,[1815499],False,True,1815499.0,
2,1801313.0,202409139675459943,C00361410,SOUTHERN CALIFORNIA FUND,2024-03-31,2024-01-01,https://docquery.fec.gov/csv/498/1815498.csv,202409139675459956,FEC-1815498,https://docquery.fec.gov/dcdev/posted/1815498.fec,1815498,2024-09-13,F3XA,https://docquery.fec.gov/cgi-bin/forms/C00361410/1815498/,2024-09-13T19:47:27,https://docquery.fec.gov/pdf/943/202409139675459943/202409139675459943.pdf,2024-09-13T19:47:24,,,,,,APRIL QUARTERLY 2024
0,,202409139675459939,C00888990,American Policy Ventures Action Inc. PAC,,,https://docquery.fec.gov/csv/497/1815497.csv,202409139675459942,FEC-1815497,https://docquery.fec.gov/dcdev/posted/1815497.fec,1815497,2024-09-13,F1N,https://docquery.fec.gov/cgi-bin/forms/C00888990/1815497/,2024-09-13T19:32:25,https://docquery.fec.gov/pdf/939/202409139675459939/202409139675459939.pdf,2024-09-13T19:32:22,,[1815497],False,True,1815497.0,
0,,202409139675459938,C00887729,AMERICAN RESOLVE PAC INC.,,,https://docquery.fec.gov/csv/496/1815496.csv,202409139675459938,FEC-1815496,https://docquery.fec.gov/dcdev/posted/1815496.fec,1815496,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00887729/1815496/,2024-09-13T19:32:16,https://docquery.fec.gov/pdf/938/202409139675459938/202409139675459938.pdf,2024-09-13T19:32:10,,[1815496],False,True,1815496.0,
0,,202409139675459550,C00819912,STOP GUN VIOLENCE PAC,2024-08-31,2024-08-01,https://docquery.fec.gov/csv/495/1815495.csv,202409139675459937,FEC-1815495,https://docquery.fec.gov/dcdev/posted/1815495.fec,1815495,2024-09-13,F3XN,https://docquery.fec.gov/cgi-bin/forms/C00819912/1815495/,2024-09-13T19:20:21,https://docquery.fec.gov/pdf/550/202409139675459550/202409139675459550.pdf,2024-09-13T19:20:19,,[1815495],False,True,1815495.0,SEPTEMBER MONTHLY 2024
5,1675753.0,202409139675459546,C00462630,COVINGTON AND BURLING LLP PAC,,,https://docquery.fec.gov/csv/494/1815494.csv,202409139675459549,FEC-1815494,https://docquery.fec.gov/dcdev/posted/1815494.fec,1815494,2024-09-13,F1A,https://docquery.fec.gov/cgi-bin/forms/C00462630/1815494/,2024-09-13T19:12:32,https://docquery.fec.gov/pdf/546/202409139675459546/202409139675459546.pdf,2024-09-13T19:12:29,,,,,,
1,1812593.0,202409139675459542,C00887042,WORKERS ON ACCION PAC,,,https://docquery.fec.gov/csv/493/1815493.csv,202409139675459545,FEC-1815493,https://docquery.fec.gov/dcdev/posted/1815493.fec,1815493,2024-09-13,F1A,https://docquery.fec.gov/cgi-bin/forms/C00887042/1815493/,2024-09-13T19:08:59,https://docquery.fec.gov/pdf/542/202409139675459542/202409139675459542.pdf,2024-09-13T19:08:48,,"[1812593, 1815493]",False,True,1815493.0,
0,,202409139675457738,C00764233,DEFEND THE VOTE,2024-08-31,2024-08-01,https://docquery.fec.gov/csv/492/1815492.csv,202409139675459541,FEC-1815492,https://docquery.fec.gov/dcdev/posted/1815492.fec,1815492,2024-09-13,F3XN,https://docquery.fec.gov/cgi-bin/forms/C00764233/1815492/,2024-09-13T19:06:54,https://docquery.fec.gov/pdf/738/202409139675457738/202409139675457738.pdf,2024-09-13T19:06:48,,[1815492],False,True,1815492.0,SEPTEMBER MONTHLY 2024
0,,202409139675457678,C00825364,GLAUKOS IPAC,2024-08-31,2024-08-01,https://docquery.fec.gov/csv/491/1815491.csv,202409139675457737,FEC-1815491,https://docquery.fec.gov/dcdev/posted/1815491.fec,1815491,2024-09-13,F3XN,https://docquery.fec.gov/cgi-bin/forms/C00825364/1815491/,2024-09-13T18:43:16,https://docquery.fec.gov/pdf/678/202409139675457678/202409139675457678.pdf,2024-09-13T18:43:13,,[1815491],False,True,1815491.0,SEPTEMBER MONTHLY 2024
0,,202409139675457677,C00760488,WOMEN'S MARCH WIN,,,https://docquery.fec.gov/csv/490/1815490.csv,202409139675457677,FEC-1815490,https://docquery.fec.gov/dcdev/posted/1815490.fec,1815490,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00760488/1815490/,2024-09-13T18:43:09,https://docquery.fec.gov/pdf/677/202409139675457677/202409139675457677.pdf,2024-09-13T18:43:04,,[1815490],False,True,1815490.0,
0,,202409139675457667,C90021304,LUPE VOTES,2024-09-16,2024-09-13,https://docquery.fec.gov/csv/489/1815489.csv,202409139675457676,FEC-1815489,https://docquery.fec.gov/dcdev/posted/1815489.fec,1815489,2024-09-13,F5N,https://docquery.fec.gov/cgi-bin/forms/C90021304/1815489/,2024-09-13T18:23:27,https://docquery.fec.gov/pdf/667/202409139675457667/202409139675457667.pdf,2024-09-13T18:23:21,,[1815489],False,True,1815489.0,
0,,202409139675457665,C00873901,THE WISCO PROJECT PAC,,,https://docquery.fec.gov/csv/488/1815488.csv,202409139675457666,FEC-1815488,https://docquery.fec.gov/dcdev/posted/1815488.fec,1815488,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00873901/1815488/,2024-09-13T18:23:23,https://docquery.fec.gov/pdf/665/202409139675457665/202409139675457665.pdf,2024-09-13T18:23:18,,[1815488],False,True,1815488.0,
1,1785190.0,202409139675438665,C00762591,SAVE AMERICA,2024-04-30,2024-04-01,https://docquery.fec.gov/csv/487/1815487.csv,202409139675457664,FEC-1815487,https://docquery.fec.gov/dcdev/posted/1815487.fec,1815487,2024-09-13,F3XA,https://docquery.fec.gov/cgi-bin/forms/C00762591/1815487/,2024-09-13T18:22:46,https://docquery.fec.gov/pdf/665/202409139675438665/202409139675438665.pdf,2024-09-13T18:22:41,,"[1785190, 1815487]",False,True,1815487.0,MAY MONTHLY 2024
0,,202409139675438656,C00869073,POWER TO THE POLLS FEDERAL FUND,,,https://docquery.fec.gov/csv/486/1815486.csv,202409139675438664,FEC-1815486,https://docquery.fec.gov/dcdev/posted/1815486.fec,1815486,2024-09-13,F24N,https://docquery.fec.gov/cgi-bin/forms/C00869073/1815486/,2024-09-13T18:21:12,https://docquery.fec.gov/pdf/656/202409139675438656/202409139675438656.pdf,2024-09-13T18:21:08,,[1815486],False,True,1815486.0,
0,,202409139675438628,C00167759,PARAMOUNT GLOBAL POLITICAL ACTION COMMITTEE,2024-08-31,2024-08-01,https://docquery.fec.gov/csv/485/1815485.csv,202409139675438655,FEC-1815485,https://docquery.fec.gov/dcdev/posted/1815485.fec,1815485,2024-09-13,F3XN,https://docquery.fec.gov/cgi-bin/forms/C00167759/1815485/,2024-09-13T18:17:18,https://docquery.fec.gov/pdf/628/202409139675438628/202409139675438628.pdf,2024-09-13T18:17:16,,[1815485],False,True,1815485.0,SEPTEMBER MONTHLY 2024
0,,202409139675438595,C00461129,RGA REINSURANCE COMPANY FEDERAL PAC,2024-08-31,2024-08-01,https://docquery.fec.gov/csv/484/1815484.csv,202409139675438627,FEC-1815484,https://docquery.fec.gov/dcdev/posted/1815484.fec,1815484,2024-09-13,F3XN,https://docquery.fec.gov/cgi-bin/forms/C00461129/1815484/,2024-09-13T18:10:02,https://docquery.fec.gov/pdf/595/202409139675438595/202409139675438595.pdf,2024-09-13T18:09:57,,[1815484],False,True,1815484.0,SEPTEMBER MONTHLY 2024
2,1813996.0,202409139675438000,C00762591,SAVE AMERICA,2024-07-31,2024-07-01,https://docquery.fec.gov/csv/483/1815483.csv,202409139675438594,FEC-1815483,https://docquery.fec.gov/dcdev/posted/1815483.fec,1815483,2024-09-13,F3XA,https://docquery.fec.gov/cgi-bin/forms/C00762591/1815483/,2024-09-13T18:08:26,https://docquery.fec.gov/pdf/000/202409139675438000/202409139675438000.pdf,2024-09-13T18:08:22,,"[1812243, 1813996, 1815483]",False,True,1815483.0,AUGUST MONTHLY 2024
